category,events,points,tid,tname,tc,tbc,tbd
A,4,37,1845,VEGAN,ffffff,00a65a,0adb2c
A,1,10,4958,&#127866;&#127866;,ffffff,000000,000000
A,1,7,5735,D.R.V. Euros,ffffff,006a4e,ffffff
A,1,5,6431,CIZL,ffffff,0073b7,ffffff
A,1,3,4,BRT,ffffff,050505,ff8100
A,1,3,4922,Fri BikeShop,ff0000,ffffff,ffffff
B,4,69,4,BRT,ffffff,050505,ff8100
B,2,20,10625,WEz DEV,ffffff,121111,fc3a3a
B,1,19,3938,TNC,ffffff,0073b7,ffffff
B,1,17,10683,PETA-Z,ff0000,ffff00,000000
B,1,13,629,Team AHDR,fc6955,55d4fc,ffffff
B,1,11,975,Innovation,000000,52ff33,000000
B,1,10,5032,VCRT,fccb5a,2d009e,f521f5
B,1,7,9746,Somerset RC,ffffff,0073b7,e62121
B,1,7,4630,TugaZ,ffffff,ff1f00,33735b
B,1,7,25,ZTPL.CC,ffffff,ff1800,ff0000
B,1,5,36,KISS RT,f56600,012350,84b7ca
C,7,53,4,BRT,ffffff,050505,ff8100
C,3,32,4201,WTRL,d4af37,000000,d4af37
C,1,18,7,TeamODZ,ff851b,111111,3c8dbc
C,1,13,2707,DIRT,29ec34,211208,df6a0d
C,1,11,756,STW,ffffff,0073b7,ffffff
C,1,10,7830,ZODIAC,ffffff,000000,000000
C,1,7,9292,BWCC,ffffff,ff0000,000000
D,13,129,4,BRT,ffffff,050505,ff8100
D,4,85,10,TFC,111111,f3f300,111111
D,2,52,11939,DZR,ffffff,0073b7,ffffff
D,3,51,7423,England CC,ffffff,d24848,3b3b6b
D,4,38,4095,All,ffffff,0073b7,ffffff
D,1,19,4742,EVOLUTION,ff09ff,2e1c1c,ff09ff
D,1,19,1740,FinishStrong,ffffff,0073b7,ffffff
D,1,19,2740,Team CRYO-GEN,ffffff,009fe3,0c1e4f
D,1,18,2402,GuardiansGalaxy,ffffff,0073b7,ffffff
D,1,17,1348,SAS CYCLE CLUB,ffffff,2c6597,2c6597
D,1,17,3369,IRL,ffffff,000000,00b84a
D,1,13,7171,M.I. RACING,0000ff,ffff00,000000
D,1,11,1845,VEGAN,ffffff,00a65a,0adb2c
D,3,10,3159,MVCC,ffffff,113399,de2525
D,1,9,9449,RaceRapid,0a0000,ffa000,ffffff
D,1,7,4713,eCKD,ffffff,ff0000,000000
D,1,5,60,TBR Racing,ffffff,0073b7,ffffff
D,1,2,10178,TCG,ffffff,ff0000,000000
D,1,1,756,STW,ffffff,0073b7,ffffff
