category,events,points,tid,tname,tc,tbc,tbd
A,2,53,2707,DIRT,29ec34,563c0f,df6a0d
A,1,50,7222,SHCW,ffffff,0073b7,ffffff
A,1,40,1945,MOR,ffffff,0073b7,ffffff
B,1,50,161,ZSUN,ffffff,0073b7,ffffff
B,1,33,629,Team AHDR,fc6955,55d4fc,ffffff
B,1,28,9,Vision,ffffff,2ea9e0,000000
B,1,25,4,BRT,ffffff,050505,ff8100
B,1,22,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,1,20,35,BZR cycling team,f3f300,111111,dd4b39
B,1,17,10473,ZPTG,000000,86caff,ff0000
B,1,16,10260,CTC,ffffff,0073b7,000000
C,1,50,4201,WTRL,d4af37,000000,d4af37
C,2,42,4,BRT,ffffff,050505,ff8100
C,1,40,7830,ZODIAC,ffffff,000000,000000
C,1,33,36,KISS RT,f56600,012350,84b7ca
C,1,28,11748,TR,ffffff,e12726,ffffff
C,1,25,2363,BKRS,ffffff,35b59e,000000
D,3,75,4,BRT,ffffff,050505,ff8100
D,1,50,4493,ZTPL.CC eRacing,ffffff,ff0000,000000
D,1,40,90,Vikings,c2c2c2,0073b7,ee6331
D,1,33,10,TFC,111111,f3f300,111111
D,1,20,4095,All,ffffff,0073b7,ffffff
D,1,18,1979,ZHR,ff0000,03228c,03228c
D,1,14,3159,MVCC,ffffff,113399,de2525
D,1,13,25,Team Poland,ffffff,ff1800,ff0000
