category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums,upgrades
A,1,50,DIRT,,29ec34,563c0f,df6a0d,Daniel Hellem (DIRTy Afternoon Delight),no,153370,gold,0
A,2,50,BCC - Bees,,000000,fcfc01,000000,M. Thom BCC - Bees,gb,1700485,,0
A,1,50,Vision,,ffffff,2ea9e0,000000,Tommy Leunen (Gotham Grinders),ca,1437092,gold,0
A,1,40,FINESSE WAHOO,,ffffff,000000,000000,Nick DeHaan (FINESSE WAHOO),us,986967,silver,0
A,1,40,Team AHDR,,fc6955,55d4fc,ffffff,Donny Pascale,au,754981,silver,0
A,1,33,PLCC,,ffffff,00ff00,000000,Jacob Wilson,au,576668,bronze,0
A,1,33,Sz,,f3f300,0073b7,f3f300,Sonny Peterson [SZ],se,917866,bronze,0
A,2,31,BCC Dynamite,,ffffff,fa2fb2,ffffff,Alexis Brown BCC Dynamite,gb,277949,,0
A,1,28,TORONTO HUSTLE,,ffffff,0073b7,ffc953,Derrek Ivey (Toronto Hustle),ca,1115,,0
A,1,25,,,,,,Stu WS,gb,1188080,,0
A,1,25,EVASO eRT,,ffffff,1d81a3,d46363,J. Stayte [EVASO],gb,301390,,0
A,1,22,Team FeXY,,ffffff,0073b7,ffffff,Michael Johnson,us,297868,,0
A,1,20,,,,,,Bevan D,au,2523278,,0
A,1,20,MSC,,ffffff,e67e22,ffffff,Yuusuke Tamura,jp,404257,,0
A,1,19,CCS,,ffffff,0073b7,ffffff,Reece Tucknott (CCS),au,2097599,,0
A,1,19,ZwiftScotland,,ffffff,0073b7,000000,Marty  Davidson KICC,gb,972455,,0
A,1,18,,,,,,Jacob K.(Mukki Latte),de,619959,,0
A,1,18,Sportsolid,,ffffff,0073b7,ffffff,Steven Detremmerie (SPSD),be,2887203,,0
A,1,17,,,,,,Tsuyoshi Sakuma,jp,1002677,,0
A,1,17,GTC,,ffffff,0073b7,ffffff,John Shanks (GTC1B),gb,463479,,0
A,1,16,F*CancerTeam,,ffffff,000000,ffffff,Paulo Fernandes IM [FCT],pt,2359616,,0
A,1,15,BCC-Cats,,ffffff,01040a,ffffff,L isa S BCC Cats,gb-wls,182995,,0
B,2,75,,,,,,Rob Daynes | VCC,ch,1915014,gold,0
B,2,66,BCC - Bees,,000000,fcfc01,000000,Barry Davis BCC - Bees,gb,397176,bronze bronze,0
B,1,50,,,,,,Quentin Goossens,be,246034,gold,0
B,2,40,BCC-Cats,,ffffff,01040a,ffffff,Neil Campbell BCC-Cats&#129409;,ie,25596,,0
